Mouse,UniqueID,DateVR,CellNum,SessionVR,SessionTypeVR,Cell,DateOF,BoxSize,Tetrode,Cluster,SessionTypeOF,SessionOF,MeanRateOF,GridScore,CoherenceOF,StabilityOF,MVL,Coverage,BorderScore,SpeedScore,FieldSpacingOF,FieldSizeOF,MeanRateOF_SpeedFilt,PeakRateOF
Ariana,Ariana28,08/08/2016,28,0808_halfspeed_1,gain_manip,T2C4,08/08/2016,62,2,4,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0808_1,6.365,-0.3598,0.415,0.529,0.072,96,0.506,0.225403238,44.40666667,12.82,7.072,11.837
Beyonce,Beyonce105,10/22/2015,105,1022_halfspeed_1,gain_manip,T1C4,10/22/2015,91.4,1,4,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1022_4+_3+_2+_1,1.667,-0.3604,0.925,0.757,0.392,94.22,0.59,0.070424855,70,39.414,1.789,10.811
Beyonce,Beyonce22,09/21/2015,22,0921_halfspeed_1,gain_manip,T1C7,09/21/2015,91.4,1,6,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\0921_4+_3+_2+_1,1.668,-0.3625,0.139,0.07,0.021,95.03,0.462,0.00845443,55.88666667,15.468,1.627,3.333
Fiona,Fiona48,03/07/2016,48,0307_halfspeed_1,gain_manip,T1C1,03/07/2016,70,1,1,noobject1,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0307_4+_3+_2+_1,4.387,-0.3639,0.448,0.517,0.098,99.23,0.439,0.068034855,40.09,13.519,4.086,8.458
Beyonce,Beyonce119,10/28/2015,119,1028_halfspeed_1,gain_manip,T2C7,10/28/2015,91.4,2,7,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1027_7+_6+_5+_4+_3+_2+_1,1.885,-0.3646,0.338,0.51,0.087,81.01,0.072,0.01504679,55.94666667,21.097,2.026,5.699
LilKim,LilKim145,12/08/2015,145,1208_halfspeed_1,gain_manip,T1C1,12/08/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1208_2,8.656,-0.3677,0.691,0.44,0.258,92.94,0.057,0.024142269,47.53,18.374,9.498,32.815
Beyonce,Beyonce97,10/15/2015,97,1015_halfspeed_1,gain_manip,T2C1,10/15/2015,91.4,2,1,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1015_4+_3+_2+_1,2.307,-0.368,0.588,0.622,0.035,95.54,0.372,-0.027944627,58.47333333,24.37,2.356,9.452
Shakira,Shakira49,03/14/2016,49,0314_halfspeed_1,gain_manip,T1C1,03/14/2016,91.4,1,1,noobject1,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0314_lowgain_6+_5+_4+_2+_1,3.308,-0.3707,0.881,0.852,0.126,95.27,-0.13,0.049237698,65.69333333,27.35,3.679,22.877
Shakira,Shakira58,03/15/2016,58,0315_halfspeed_1,gain_manip,T1C1,03/16/2016,91.4,1,1,noobject2,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0316_noobject_1,3.464,-0.3728,0.626,0.703,0.059,96.17,-0.203,0.082862918,82.20333333,25.198,3.843,12.737
LilKim,LilKim151,12/09/2015,151,1209_halfspeed_1,gain_manip,T1C1,12/09/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1209_2,1.207,-0.3753,0.481,0.337,0.256,94.52,-0.434,0.130435566,39.39,16.682,1.46,9.955
Barbara,Barbara71,05/11/2015,71,0511_halfspeed_1,gain_manip,T2C4,05/11/2015,90,2,4,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0511_5+_4+_3+_2+_1,2.137,-0.376,0.233,0.253,0.067,94.05,0.491,0.035913665,54.06,17.51,2.188,5.02
Ariana,Ariana64,08/30/2016,64,0830_halfspeed_1,gain_manip,T1C2,08/30/2016,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0830_bigbox_2+_1,0.711,-0.3763,0.625,0.852,0.614,93.47,0.635,0.042068349,43.91333333,23.819,0.692,2.6
Aretha,Aretha109,08/10/2015,109,0810_halfspeed_1,gain_manip,T2C5,08/10/2015,90,2,5,normal,Z:\Users\MCampbell\Analysis\Aretha\OF\databaseFiles\Aretha\OF\0810_4+_3+_2+_1,0.582,-0.3767,0.318,0.341,0.199,94.44,0.412,-0.078386124,37.20666667,17.437,0.566,2.076
Ariana,Ariana34,08/11/2016,34,0811_halfspeed_1,gain_manip,T1C1,08/11/2016,62,1,1,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0811_1,3.386,-0.3794,1.646,0.93,0.298,96,0.625,0.124562604,45.92666667,35.259,3.656,24.913
Kesha,Kesha38,11/17/2015,38,1117_halfspeed_1,gain_manip,T1C2,11/17/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1117_5+_4+_3+_2+_1,0.869,-0.3875,0.957,0.879,0.272,96.25,0.856,0.116098454,70.45666667,31.728,0.994,6.969
Shakira,Shakira94,03/21/2016,94,0321_halfspeed_1,gain_manip,T2C5,03/21/2016,91.4,2,5,noobject1,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0321_4+_3+_2+_1,0.207,-0.3889,0.498,0.629,0.35,95.65,0.395,0.13248043,55.84666667,21.374,0.244,3.205
Daenerys,Daenerys38,02/15/2016,38,0215_halfspeed_1,gain_manip,T2C6,02/15/2016,91.4,2,6,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_4,12.042,-0.392,0.261,0.278,0.051,93.32,0.594,-0.156919297,44.75,23.691,6.579,29.337
Beyonce,Beyonce86,10/14/2015,86,1014_halfspeed_1,gain_manip,T1C5,10/14/2015,91.4,1,5,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_5,4.467,-0.4068,0.763,0.517,0.041,97.52,-0.459,0.142992609,50.76333333,15.671,5.161,21.403
LilKim,LilKim86,12/01/2015,86,1201_halfspeed_1,gain_manip,T1C1,12/01/2015,70,1,1,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_2,1.746,-0.4084,0.159,0.327,0.14,99.23,0.342,-0.060599945,44.33666667,14.456,1.898,5.425
Beyonce,Beyonce82,10/14/2015,82,1014_halfspeed_1,gain_manip,T1C1,10/14/2015,91.4,1,1,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_5,2.189,-0.4084,0.511,-0.063,0.201,97.52,0.264,0.092353406,72.38,30.386,2.95,9.154
LilKim,LilKim121,12/04/2015,121,1203_halfspeed_1,gain_manip,T2C5,12/03/2015,91.4,2,5,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1203_6+_5+_4,19.042,-0.4085,0.389,0.348,0.074,94.01,0.464,-0.032081352,56.89,16.296,20.409,32.81
Winehouse,Winehouse17,11/12/2015,17,1112_halfspeed_1,gain_manip,T1C1,11/12/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1112_6+_5+_4+_3+_2+_1,3.29,-0.4087,0.286,0.262,0.145,90.32,0.524,0.06924743,58.44666667,15.983,3.764,8.411
Fiona,Fiona31,03/01/2016,31,0301_halfspeed_1,gain_manip,T1C2,03/01/2016,70,1,2,normal,Z:\Users\MCampbell\Analysis\Fiona\OF\databaseFiles\Fiona\OF\0301_2+_1,1.603,-0.4107,0.457,0.554,0.128,96.3,0.548,0.083155114,28.66,12.066,1.678,3.998
Bjork,Bjork9,02/24/2016,9,0224_halfspeed_1,gain_manip,T2C4,02/24/2016,61,2,4,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0224_1,18.594,-0.4153,0.607,0.454,0.014,99.68,0.487,0.148309559,45.56333333,16.425,21.034,31.856
Rihanna,Rihanna11,11/09/2015,11,1109_halfspeed_1,gain_manip,T1C7,11/09/2015,91.4,1,7,normal,Z:\Users\MCampbell\Analysis\Rihanna\OF\databaseFiles\Rihanna\OF\1109_9+_8+_7+_6+_5+_4+_3+_2+_1,0.572,-0.4173,0.388,0.498,0.178,92.04,0.118,0.049692568,41.13,12.581,0.689,6.959
Ariana,Ariana55,08/23/2016,55,0823_halfspeed_1,gain_manip,T2C3,08/23/2016,62,2,3,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0823_1,3.6,-0.4211,0.123,0.285,0.014,96,0.474,0.252176569,31.51333333,11.054,3.702,6.801
Kesha,Kesha51,11/21/2015,51,1121_halfspeed_1,gain_manip,T1C5,11/21/2015,70,1,5,noobject2,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1121_noobject_smallbox_5+_4,1.162,-0.4216,0.739,0.711,0.324,94.9,0.703,-0.099304761,38.12,21.667,1.22,6.957
Shakira,Shakira92,03/21/2016,92,0321_halfspeed_1,gain_manip,T2C3,03/21/2016,91.4,2,3,noobject2,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0321_noobject_4+_3+_2+_1,2.055,-0.4252,0.684,0.737,0.239,95.87,0.698,0.101920687,54.39,32.741,2.461,16.392
LilKim,LilKim136,12/05/2015,136,1205_halfspeed_1,gain_manip,T2C5,12/05/2015,91.4,2,5,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1205_6+_5+_4+_3+_2+_1,0.309,-0.4256,0.508,0.34,0.575,89.48,0.195,0.078135733,70.82666667,22.109,0.435,3.996
Winehouse,Winehouse48,11/21/2015,48,1121_halfspeed_2,gain_manip,T2C1,11/20/2015,70,2,1,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1120_1,3.33,-0.4274,0.923,0.564,0.208,96.3,-0.167,0.097214588,36.22666667,12.195,3.669,26.293
Barbara,Barbara126,06/10/2015,126,0610_halfspeed_1,gain_manip,T1C6,06/10/2015,90,1,6,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0610_4+_3+_2+_1,9.49,-0.4288,0.276,0.211,0.046,90.99,0.561,0.151859976,59.37,20.14,10.194,18.803
Aretha,Aretha106,08/10/2015,106,0810_halfspeed_1,gain_manip,T2C2,08/10/2015,90,2,2,normal,Z:\Users\MCampbell\Analysis\Aretha\OF\databaseFiles\Aretha\OF\0810_4+_3+_2+_1,1.221,-0.4329,0.545,0.478,0.243,94.44,-0.891,-0.02161063,63.1,24.187,1.23,4.834
Ariana,Ariana16,08/02/2016,16,0802_halfspeed_2,gain_manip,T2C2,08/02/2016,62,2,2,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0802_1,8.957,-0.4334,0.412,0.206,0.15,95.83,0.484,-0.08565847,31.53666667,11.367,8.841,13.927
Daenerys,Daenerys47,02/18/2016,47,0218_halfspeed_1,gain_manip,T2C4,02/18/2016,91.4,2,4,noobject1,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0218_3,4.906,-0.4357,0.49,0.506,0.042,96.32,0.424,0.093560047,65.64,19.128,5.007,9.918
Kesha,Kesha59,11/24/2015,59,1124_halfspeed_1,gain_manip,T1C1,11/24/2015,70,1,1,noobject2,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1124_smallbox_noobject_2+_1,1.552,-0.4383,0.508,0.448,0.217,95.63,-0.175,0.045281303,39.69666667,12.066,1.745,7.713
LilKim,LilKim35,11/12/2015,35,1112_halfspeed_1,gain_manip,T1C3,11/12/2015,91.4,1,3,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1112_7+_6+_5+_4,1.522,-0.4399,0.568,0.574,0.085,92.34,0.207,0.082014662,42.60666667,12.508,1.887,9.195
Kesha,Kesha39,11/17/2015,39,1117_halfspeed_1,gain_manip,T1C3,11/17/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1117_5+_4+_3+_2+_1,3.374,-0.4438,0.515,0.394,0.149,96.25,0.312,0.190450017,71.67666667,20.986,3.732,12.264
Shakira,Shakira51,03/14/2016,51,0314_halfspeed_1,gain_manip,T1C3,03/14/2016,91.4,1,3,noobject1,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0314_lowgain_6+_5+_4+_2+_1,2.359,-0.4448,0.352,0.584,0.088,95.27,-0.4,0.118271399,68.32666667,27.589,2.522,9.982
Shakira,Shakira62,03/15/2016,62,0315_halfspeed_1,gain_manip,T1C5,03/15/2016,91.4,1,5,noobject2,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0315_noobject_aftertwohours_1,0.531,-0.4485,0.564,0.568,0.287,96.62,0.365,-0.021449582,56.86333333,23.745,0.622,8.461
Ariana,Ariana35,08/11/2016,35,0811_halfspeed_1,gain_manip,T2C2,08/11/2016,62,2,2,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0811_1,13.776,-0.4495,0.514,0.459,0.106,96,0.479,0.231580762,34.98666667,14.586,14.57,21.38
Beyonce,Beyonce120,10/28/2015,120,1028_halfspeed_1,gain_manip,T2C8,10/28/2015,91.4,2,8,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1027_7+_6+_5+_4+_3+_2+_1,0.865,-0.4563,0.556,0.365,0.148,81.01,-1,0.091507921,68.06,18.32,1.149,10.757
Erykah,Erykah78,07/24/2015,78,0724_halfspeed_1,gain_manip,T1C4,07/30/2015,90,1,9,normal,Z:\Users\MCampbell\Analysis\Erykah\OF\databaseFiles\Erykah\OF\0730_4+_3+_2+_1,6.796,-0.4583,0.719,0.777,0.032,95.29,0.173,0.220854499,78.01666667,40.632,6.876,27.607
Ariana,Ariana14,08/02/2016,14,0802_halfspeed_2,gain_manip,T1C1,08/02/2016,62,1,1,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0802_1,6.92,-0.4705,0.444,0.269,0.095,95.83,0.508,0.356223269,50.90666667,17.05,7.419,14.711
LilKim,LilKim152,12/09/2015,152,1209_halfspeed_1,gain_manip,T1C2,12/09/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1209_2,0.592,-0.4722,0.31,0.474,0.271,94.52,-1,0.080650973,55.49333333,16.37,0.709,6.325
Beyonce,Beyonce84,10/14/2015,84,1014_halfspeed_1,gain_manip,T1C3,10/14/2015,91.4,1,3,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_5,1.838,-0.4746,0.523,0.04,0.196,97.52,-0.551,0.028852746,61.48666667,18.963,2.26,13.163
Beyonce,Beyonce143,11/01/2015,143,1101_halfspeed_1,gain_manip,T2C1,11/01/2015,91.4,2,1,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1101_5+_4+_3+_2+_1,1.901,-0.4758,0.56,0.52,0.21,93.47,-0.057,0.02853155,78.47333333,30.678,1.914,7.132
Daenerys,Daenerys52,02/23/2016,52,0223_halfspeed_1,gain_manip,T1C1,02/23/2016,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0223_3+_2+_1,1.789,-0.4791,0.522,0.434,0.463,94.59,0.387,0.000201453,55.58,17.749,1.791,8.623
Beyonce,Beyonce88,10/14/2015,88,1014_halfspeed_1,gain_manip,T2C1,10/14/2015,91.4,2,1,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1014_5,1.514,-0.4817,0.922,0.608,0.298,97.52,0.791,-0.038053924,78.65333333,31.286,1.29,14.364
Beyonce,Beyonce138,10/31/2015,138,1031_halfspeed_1,gain_manip,T2C4,10/31/2015,91.4,2,4,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1031_2+_1,1.916,-0.4869,0.441,0.533,0.119,96.4,0.501,-0.106017655,58.52,33.237,1.788,4.666
Rihanna,Rihanna7,11/09/2015,7,1109_halfspeed_1,gain_manip,T1C3,11/09/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Rihanna\OF\databaseFiles\Rihanna\OF\1109_9+_8+_7+_6+_5+_4+_3+_2+_1,0.942,-0.49,0.362,0.371,0.109,92.04,0.41,0.04422174,49.75333333,16.039,1.057,5.335
Beyonce,Beyonce114,10/28/2015,114,1028_halfspeed_1,gain_manip,T2C2,10/28/2015,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1027_7+_6+_5+_4+_3+_2+_1,3.757,-0.4914,0.791,0.703,0.188,81.01,-1,0.128722142,82.21333333,24.261,5.27,37.009
Aretha,Aretha128,08/13/2015,128,0813_halfspeed_1,gain_manip,T1C1,08/13/2015,90,1,1,normal,Z:\Users\MCampbell\Analysis\Aretha\OF\databaseFiles\Aretha\OF\0813_5+_4+_2+_1,1.136,-0.4927,0.55,0.553,0.022,92.52,-1,0.171112434,69.46,20.417,1.302,9.896
Kesha,Kesha41,11/19/2015,41,1119_halfspeed_1,gain_manip,T2C1,11/19/2015,70,2,1,noobject1,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1119_smallbox_3+_2,1.462,-0.4971,0.683,0.478,0.231,98.85,0.354,0.183554285,48.32666667,28.638,1.883,7.149
Ariana,Ariana15,08/02/2016,15,0802_halfspeed_2,gain_manip,T2C1,08/02/2016,62,2,1,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0802_1,23.65,-0.4975,0.56,0.574,0.024,95.83,0.481,0.315613504,34.16333333,18.76,24.764,39.118
Beyonce,Beyonce144,11/01/2015,144,1101_halfspeed_1,gain_manip,T2C4,11/01/2015,91.4,2,4,noobject1,Z:\Users\MCampbell\Analysis\Beyonce\OF\databaseFiles\Beyonce\OF\1101_5+_4+_3+_2+_1,5.718,-0.4989,0.527,0.421,0.103,93.47,0.426,0.075467397,69.46,23.819,6.049,11.651
Barbara,Barbara77,05/21/2015,77,0521_halfspeed_1,gain_manip,T2C1,05/22/2015,90,2,1,normal,Z:\Users\MCampbell\Analysis\Barbara\OF\databaseFiles\Barbara\OF\0522_4+_3+_2+_1,0.728,-0.5071,0.519,0.574,0.153,84.05,-0.231,0.124120972,50.54666667,16.738,0.813,10.269
Rihanna,Rihanna39,11/16/2015,39,1116_halfspeed_1,gain_manip,T1C2,11/16/2015,91.4,1,2,normal,Z:\Users\MCampbell\Analysis\Rihanna\OF\databaseFiles\Rihanna\OF\1116_1,0.215,-0.5099,0.293,0.071,0.17,90.39,0.806,0.007635187,47.05666667,23.415,0.113,1.192
Ariana,Ariana23,08/05/2016,23,0805_halfspeed_1,gain_manip,T2C1,08/05/2016,62,2,1,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0805_3+_2+_1,0.394,-0.5126,0.731,0.854,0.404,96,0.706,-0.014571709,32.52333333,20.16,0.383,4.624
JLo,JLo55,08/29/2016,55,0829_halfspeed_1,gain_manip,T2C2,08/29/2016,91.4,2,2,normal,Z:\Users\MCampbell\Analysis\JLo\OF\databaseFiles\JLo\OF\0829_bigbox_1,2.334,-0.514,0.465,0.413,0.06,97,0.51,0.283809899,52.92333333,16.039,2.512,6.475
Winehouse,Winehouse14,11/12/2015,14,1112_halfspeed_1,gain_manip,T1C2,11/11/2015,62,1,2,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1111_smallbox_4+_3+_1,2.48,-0.5162,0.389,0.471,0.141,94.17,0.632,-0.039581499,45.45666667,17.124,2.803,5.82
Bjork,Bjork6,02/24/2016,6,0224_halfspeed_1,gain_manip,T2C1,02/24/2016,61,2,1,normal,Z:\Users\MCampbell\Analysis\Bjork\OF\databaseFiles\Bjork\OF\0224_1,1.023,-0.5261,0.434,0.46,0.121,99.68,0.32,0.200125786,38.70333333,17.233,1.357,4.532
LilKim,LilKim89,12/01/2015,89,1201_halfspeed_1,gain_manip,T1C4,12/01/2015,70,1,4,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_2,14.635,-0.5289,0.336,0.201,0.026,99.23,0.481,0.189262408,35.94333333,15.414,17.128,26.623
Aretha,Aretha114,08/10/2015,114,0810_halfspeed_1,gain_manip,T1C3,08/11/2015,90,1,1,normal,Z:\Users\MCampbell\Analysis\Aretha\OF\databaseFiles\Aretha\OF\0811_4+_3+_2+_1,4.159,-0.5418,0.712,0.718,0.035,92.75,0.157,0.057847957,78.19333333,32.444,4.101,13.398
Rihanna,Rihanna38,11/16/2015,38,1116_halfspeed_1,gain_manip,T1C1,11/16/2015,91.4,1,1,normal,Z:\Users\MCampbell\Analysis\Rihanna\OF\databaseFiles\Rihanna\OF\1116_1,2.898,-0.5535,0.727,0.623,0.164,90.39,0.373,0.125568682,56.11666667,33.125,3.611,14.376
LilKim,LilKim91,12/01/2015,91,1201_halfspeed_1,gain_manip,T2C1,12/01/2015,70,2,1,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_2,2.093,-0.5642,0.526,0.684,0.282,99.23,-1,0.114533131,59.42,18.191,2.737,21.151
Christina,Christina5,08/15/2016,5,0815_halfspeed_1,gain_manip,T2C1,08/15/2016,62,2,1,normal,Z:\Users\MCampbell\Analysis\Christina\OF\databaseFiles\Christina\OF\0815_1,8.686,-0.5696,0.504,0.428,0.087,93.44,0.473,0.210722775,47.71,16.166,9.422,16.781
Kesha,Kesha47,11/21/2015,47,1121_halfspeed_1,gain_manip,T2C2,11/21/2015,70,2,2,noobject1,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1121_smallbox_2,2.677,-0.574,0.418,0.234,0.157,98.6,-0.193,-0.012257219,51.45666667,14.66,2.763,10.054
Kesha,Kesha79,11/24/2015,79,1124_halfspeed_1,gain_manip,T1C2,11/24/2015,70,1,2,noobject1,Z:\Users\MCampbell\Analysis\Kesha\OF\databaseFiles\Kesha\OF\1124_smallbox_3+_2+_1,1.396,-0.5744,0.544,0.408,0.238,96.43,0.229,0.138795042,52.77333333,18.062,1.471,5.189
LilKim,LilKim122,12/04/2015,122,1203_halfspeed_1,gain_manip,T2C6,12/03/2015,91.4,2,6,normal,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1203_6+_5+_4,2.397,-0.5754,0.339,0.441,0.078,94.01,0.627,0.042104563,66.61666667,24.022,2.49,8.968
Winehouse,Winehouse33,11/17/2015,33,1117_halfspeed_1,gain_manip,T2C6,11/16/2015,62,2,6,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1116_smallbox_5+_4+_3+_2+_1,1.372,-0.5815,0.998,0.55,0.225,97.92,-1,0.058309499,42.59333333,17.823,1.777,15.238
Daenerys,Daenerys37,02/15/2016,37,0215_halfspeed_1,gain_manip,T1C7,02/15/2016,91.4,1,7,noobject2-tangled,Z:\Users\MCampbell\Analysis\Daenerys\OF\databaseFiles\Daenerys\OF\0215_noobject_2+_1,1.975,-0.5842,0.669,NaN,0.104,97,-1,-0.116887397,49.76666667,21.87,1.878,9.938
LilKim,LilKim92,12/01/2015,92,1201_halfspeed_1,gain_manip,T2C2,12/01/2015,70,2,2,noobject1,Z:\Users\MCampbell\Analysis\LilKim\OF\databaseFiles\LilKim\OF\1201_smallbox2_2,2.456,-0.5846,0.43,0.589,0.169,99.23,0.292,0.106060285,51.92,21.428,2.989,12.989
Winehouse,Winehouse22,11/16/2015,22,1116_halfspeed_1,gain_manip,T1C1,11/16/2015,62,1,1,normal,Z:\Users\MCampbell\Analysis\Winehouse\OF\databaseFiles\Winehouse\OF\1116_smallbox_5+_4+_3+_2+_1,18.874,-0.595,0.374,0.195,0.034,97.92,0.491,0.400384922,50.45666667,12.894,22.314,33.121
Rihanna,Rihanna40,11/16/2015,40,1116_halfspeed_1,gain_manip,T1C3,11/16/2015,91.4,1,3,normal,Z:\Users\MCampbell\Analysis\Rihanna\OF\databaseFiles\Rihanna\OF\1116_1,0.556,-0.5997,0.463,0.633,0.27,90.39,0.707,0.119094322,58.88,29.759,0.699,6.196
JLo,JLo7,08/05/2016,7,0805_halfspeed_1,gain_manip,T2C1,08/05/2016,62,2,1,normal,Z:\Users\MCampbell\Analysis\JLo\OF\databaseFiles\JLo\OF\0805_6,7.873,-0.6006,0.251,0.462,0.115,97.6,0.497,0.152823731,37.76,18.137,8.45,12.371
Christina,Christina20,08/25/2016,20,0825_halfspeed_1,gain_manip,T2C1,08/25/2016,62,2,1,normal,Z:\Users\MCampbell\Analysis\Christina\OF\databaseFiles\Christina\OF\0825_third_1,2.792,-0.6034,0.64,0.399,0.063,95.5,-0.066,0.019131025,41.21,12.508,2.982,8.399
Aretha,Aretha122,08/13/2015,122,0813_halfspeed_1,gain_manip,T2C2,08/13/2015,90,2,2,normal,Z:\Users\MCampbell\Analysis\Aretha\OF\databaseFiles\Aretha\OF\0813_5+_4+_2+_1,3.907,-0.6274,0.371,0.575,0.044,92.52,0.548,-0.017811686,63.78666667,43.887,3.959,8.382
Ariana,Ariana40,08/15/2016,40,0815_halfspeed_1,gain_manip,T2C2,08/15/2016,62,2,2,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0815_1,21.842,-0.6471,0.797,0.692,0.132,95.17,0.634,-0.603782477,53.38,23.689,18.874,35.106
Shakira,Shakira65,03/15/2016,65,0315_halfspeed_1,gain_manip,T2C2,03/15/2016,91.4,2,2,noobject1,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0315_6+_5+_4+_3+_2+_1,2.995,-0.6479,0.723,0.699,0.273,96.25,0.479,0.169891755,73.27,27.698,3.491,13.109
Ariana,Ariana22,08/05/2016,22,0805_halfspeed_1,gain_manip,T1C2,08/05/2016,62,1,2,normal,Z:\Users\MCampbell\Analysis\Ariana\OF\databaseFiles\Ariana\OF\0805_3+_2+_1,17.493,-0.6526,0.97,0.831,0.175,96,0.606,0.209580759,56.73333333,22.401,19.565,35.368
Aretha,Aretha77,08/03/2015,77,0803_halfspeed_1,gain_manip,T1C1,08/03/2015,90,1,1,normal,Z:\Users\MCampbell\Analysis\Aretha\OF\databaseFiles\Aretha\OF\0803_4+_3+_2+_1,19.697,-0.6728,0.398,0.463,0.049,89.81,0.484,0.134302287,72.81,22.66,20.354,35.408
Shakira,Shakira17,03/02/2016,17,0302_halfspeed_1,gain_manip,T2C4,03/02/2016,91.4,2,4,noobject1,Z:\Users\MCampbell\Analysis\Shakira\OF\databaseFiles\Shakira\OF\0302_3+_2+_1,1.066,-0.6859,0.35,0.339,0.389,95.8,0.663,-0.193793599,40.81,26.174,1.075,3.576
